coach_name,coach_id,class_start_time,class_day_of_week,class_date,class_type,muscle_focus_upper,muscle_focus_lower,client_name,client_id,subscription_plan
Phoenix Green,C012,08:00,Saturday,2025-07-26,Foundation,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Hayden Klo,C001,11:00,Tuesday,2025-07-29,Foundation,Back,Leg Wrap,Harper Young,CL010,4_per_month
Avery Harve,C002,14:00,Saturday,2025-08-02,Advanced,Arm Wrap,Hamstrings,Harper Young,CL010,4_per_month
Morgan Patel,C010,11:15,Monday,2025-08-04,Focus,Arm Wrap,Leg Wrap,Harper Young,CL010,4_per_month
Finley Yaroslavsky,C003,13:30,Saturday,2025-08-09,Foundation,Back,Hamstrings,Harper Young,CL010,4_per_month
Riley Chen,C009,07:00,Saturday,2025-08-30,Advanced,Arm Wrap,Hamstrings,Harper Young,CL010,4_per_month
Phoenix Green,C012,08:15,Monday,2025-09-01,Advanced,Shoulders,Outer Glutes,Harper Young,CL010,4_per_month
Phoenix Green,C012,10:45,Saturday,2025-09-06,Focus,Arm Wrap,Hamstrings,Harper Young,CL010,4_per_month
Jon Flynn,C014,16:45,Sunday,2025-09-07,Focus,Back,Hamstrings,Harper Young,CL010,4_per_month
Tylor Tquinn,C007,08:30,Wednesday,2025-09-10,Foundation,Arm Wrap,Hamstrings,Harper Young,CL010,4_per_month
Alex Blake,C008,16:30,Thursday,2025-09-18,Focus,Arm Wrap,Leg Wrap,Harper Young,CL010,4_per_month
Benton Watts,C006,20:00,Thursday,2025-09-25,Foundation,Shoulders,Outer Glutes,Harper Young,CL010,4_per_month
Jon Flynn,C014,18:15,Wednesday,2025-10-08,Advanced,Shoulders,Outer Glutes,Harper Young,CL010,4_per_month
Finley Yaroslavsky,C003,05:45,Friday,2025-10-10,Focus,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Riley Chen,C009,07:00,Tuesday,2025-10-14,Foundation,Shoulders,Leg Wrap,Harper Young,CL010,4_per_month
Phoenix Green,C012,10:00,Wednesday,2025-10-15,Foundation,Biceps,Outer Glutes,Harper Young,CL010,4_per_month
Casey Hugh,C004,17:00,Saturday,2025-10-18,Foundation,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Devon Knight,C005,13:45,Monday,2025-10-27,Foundation,Back,Center Glutes,Harper Young,CL010,4_per_month
Alex Blake,C008,08:00,Wednesday,2025-11-05,Foundation,Shoulders,Hamstrings,Harper Young,CL010,4_per_month
Sydney Romero,C011,09:00,Sunday,2025-11-09,Foundation,Arm Wrap,Leg Wrap,Harper Young,CL010,4_per_month
Alex Blake,C008,05:15,Monday,2025-11-17,Foundation,Triceps,Hamstrings,Harper Young,CL010,4_per_month
Devon Knight,C005,08:00,Tuesday,2025-11-25,Focus,Back,Center Glutes,Harper Young,CL010,4_per_month
Riley Chen,C009,15:00,Friday,2025-12-05,Advanced,Arm Wrap,Center Glutes,Harper Young,CL010,4_per_month
Kendall Jones,C015,08:45,Sunday,2025-12-07,Focus,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Alex Blake,C008,06:00,Monday,2025-12-08,Foundation,Triceps,Hamstrings,Harper Young,CL010,4_per_month
Alex Blake,C008,18:15,Tuesday,2025-12-09,Foundation,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Dette Ellis,C013,08:45,Wednesday,2025-12-10,Focus,Back,Center Glutes,Harper Young,CL010,4_per_month
Alex Blake,C008,10:00,Monday,2025-12-15,Foundation,Shoulders,Center Glutes,Harper Young,CL010,4_per_month
Morgan Patel,C010,16:30,Tuesday,2025-12-16,Foundation,Arm Wrap,Leg Wrap,Harper Young,CL010,4_per_month
Benton Watts,C006,06:15,Wednesday,2025-01-01,Foundation,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Kendall Jones,C015,07:30,Saturday,2025-01-04,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Riley Chen,C009,15:00,Saturday,2025-01-11,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,05:45,Sunday,2025-01-12,Focus,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,17:30,Monday,2025-01-13,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Phoenix Green,C012,11:30,Tuesday,2025-01-14,Focus,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Morgan Patel,C010,14:30,Sunday,2025-01-19,Advanced,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,07:15,Monday,2025-01-20,Foundation,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,17:15,Tuesday,2025-01-21,Focus,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Morgan Patel,C010,15:30,Friday,2025-01-24,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,11:30,Sunday,2025-01-26,Advanced,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,15:15,Monday,2025-01-27,Focus,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,10:00,Tuesday,2025-01-28,Focus,Back,Hamstrings,Harper Hayes,CL011,unlimited
Morgan Patel,C010,20:15,Wednesday,2025-01-29,Focus,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,18:00,Thursday,2025-01-30,Focus,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,12:45,Monday,2025-02-03,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Hayden Klo,C001,12:30,Wednesday,2025-02-05,Focus,Back,Center Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,06:15,Friday,2025-02-07,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Devon Knight,C005,13:15,Saturday,2025-02-08,Focus,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Dette Ellis,C013,05:00,Sunday,2025-02-09,Advanced,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,14:00,Monday,2025-02-10,Advanced,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,07:45,Tuesday,2025-02-11,Advanced,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Avery Harve,C002,21:00,Friday,2025-02-14,Focus,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Alex Blake,C008,07:15,Thursday,2025-02-20,Focus,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,17:15,Friday,2025-02-21,Advanced,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Avery Harve,C002,10:15,Saturday,2025-02-22,Advanced,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,06:45,Sunday,2025-02-23,Focus,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,18:45,Monday,2025-02-24,Focus,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Benton Watts,C006,20:30,Tuesday,2025-02-25,Advanced,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Jon Flynn,C014,06:15,Wednesday,2025-02-26,Foundation,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,10:45,Saturday,2025-03-01,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Devon Knight,C005,07:45,Monday,2025-03-03,Focus,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,18:00,Tuesday,2025-03-04,Advanced,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Benton Watts,C006,18:30,Wednesday,2025-03-05,Focus,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Sydney Romero,C011,10:45,Saturday,2025-03-08,Advanced,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,11:30,Sunday,2025-03-09,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,12:15,Monday,2025-03-10,Advanced,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Alex Blake,C008,20:15,Wednesday,2025-03-12,Foundation,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Dette Ellis,C013,14:15,Thursday,2025-03-13,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,17:15,Saturday,2025-03-15,Foundation,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Kendall Jones,C015,07:45,Tuesday,2025-03-18,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,18:30,Saturday,2025-03-22,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Morgan Patel,C010,08:00,Sunday,2025-03-23,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,20:00,Monday,2025-03-24,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,13:30,Wednesday,2025-03-26,Focus,Shoulders,Hamstrings,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,11:15,Thursday,2025-03-27,Advanced,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,10:45,Friday,2025-03-28,Advanced,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,12:45,Monday,2025-03-31,Advanced,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,06:00,Tuesday,2025-04-01,Foundation,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,16:00,Thursday,2025-04-03,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,17:30,Friday,2025-04-04,Foundation,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Morgan Patel,C010,10:30,Saturday,2025-04-05,Foundation,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,19:15,Monday,2025-04-07,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,13:00,Wednesday,2025-04-09,Foundation,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,13:30,Friday,2025-04-11,Advanced,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,13:30,Sunday,2025-04-13,Focus,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,20:15,Monday,2025-04-14,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Casey Hugh,C004,09:00,Wednesday,2025-04-16,Foundation,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Devon Knight,C005,10:45,Sunday,2025-04-20,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Alex Blake,C008,16:45,Tuesday,2025-04-22,Focus,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Avery Harve,C002,16:00,Wednesday,2025-04-23,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,10:30,Friday,2025-04-25,Focus,Back,Hamstrings,Harper Hayes,CL011,unlimited
Benton Watts,C006,08:30,Thursday,2025-05-01,Foundation,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,20:45,Saturday,2025-05-03,Focus,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Benton Watts,C006,06:45,Sunday,2025-05-04,Foundation,Back,Hamstrings,Harper Hayes,CL011,unlimited
Casey Hugh,C004,06:30,Tuesday,2025-05-06,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Riley Chen,C009,17:00,Thursday,2025-05-08,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Dette Ellis,C013,17:00,Saturday,2025-05-10,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,17:30,Sunday,2025-05-11,Focus,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Devon Knight,C005,20:45,Tuesday,2025-05-13,Focus,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Benton Watts,C006,08:30,Wednesday,2025-05-14,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,17:45,Friday,2025-05-16,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,18:30,Saturday,2025-05-17,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,06:30,Monday,2025-05-19,Advanced,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Kendall Jones,C015,20:00,Wednesday,2025-05-21,Foundation,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Kendall Jones,C015,20:30,Thursday,2025-05-22,Foundation,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,12:45,Sunday,2025-05-25,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Kendall Jones,C015,06:00,Saturday,2025-05-31,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,06:00,Sunday,2025-06-01,Focus,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,19:45,Tuesday,2025-06-03,Focus,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,10:15,Wednesday,2025-06-04,Foundation,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,08:45,Friday,2025-06-06,Focus,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,05:15,Monday,2025-06-09,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,20:30,Thursday,2025-06-12,Focus,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,17:30,Saturday,2025-06-14,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Casey Hugh,C004,08:00,Sunday,2025-06-15,Focus,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Casey Hugh,C004,20:15,Tuesday,2025-06-17,Focus,Shoulders,Hamstrings,Harper Hayes,CL011,unlimited
Avery Harve,C002,14:45,Thursday,2025-06-19,Foundation,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Avery Harve,C002,10:15,Saturday,2025-06-21,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Alex Blake,C008,05:45,Sunday,2025-06-22,Focus,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,17:00,Tuesday,2025-06-24,Foundation,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,20:30,Thursday,2025-06-26,Foundation,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,20:15,Friday,2025-06-27,Focus,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,15:00,Saturday,2025-06-28,Foundation,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Casey Hugh,C004,21:15,Tuesday,2025-07-01,Focus,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,14:45,Sunday,2025-07-06,Advanced,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Dette Ellis,C013,10:15,Monday,2025-07-07,Foundation,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,10:15,Thursday,2025-07-10,Foundation,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Dette Ellis,C013,18:45,Saturday,2025-07-12,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Hayden Klo,C001,16:30,Monday,2025-07-14,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,21:00,Tuesday,2025-07-15,Advanced,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,12:00,Wednesday,2025-07-16,Focus,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Benton Watts,C006,16:00,Sunday,2025-07-20,Advanced,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,09:00,Monday,2025-07-21,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,08:00,Wednesday,2025-07-23,Advanced,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Jon Flynn,C014,06:00,Sunday,2025-07-27,Foundation,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Kendall Jones,C015,16:15,Monday,2025-07-28,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,08:15,Thursday,2025-07-31,Focus,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Devon Knight,C005,16:45,Friday,2025-08-01,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Dette Ellis,C013,21:45,Sunday,2025-08-03,Advanced,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,18:45,Wednesday,2025-08-06,Advanced,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,19:15,Thursday,2025-08-07,Advanced,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Avery Harve,C002,15:30,Friday,2025-08-08,Focus,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,17:00,Sunday,2025-08-10,Focus,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Sydney Romero,C011,21:30,Monday,2025-08-11,Focus,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,15:30,Thursday,2025-08-14,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Phoenix Green,C012,17:45,Friday,2025-08-15,Focus,Back,Center Glutes,Harper Hayes,CL011,unlimited
Phoenix Green,C012,16:45,Saturday,2025-08-16,Advanced,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Hayden Klo,C001,15:45,Sunday,2025-08-17,Focus,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Casey Hugh,C004,07:30,Monday,2025-08-25,Focus,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Hayden Klo,C001,13:15,Wednesday,2025-08-27,Advanced,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,08:00,Thursday,2025-08-28,Advanced,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Benton Watts,C006,14:30,Monday,2025-09-01,Focus,Back,Hamstrings,Harper Hayes,CL011,unlimited
Phoenix Green,C012,17:15,Tuesday,2025-09-02,Foundation,Back,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,16:45,Thursday,2025-09-04,Foundation,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,07:00,Monday,2025-09-08,Focus,Biceps,Center Glutes,Harper Hayes,CL011,unlimited
Casey Hugh,C004,19:00,Wednesday,2025-09-10,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,21:45,Thursday,2025-09-11,Advanced,Back,Center Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,18:45,Monday,2025-09-15,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Jon Flynn,C014,10:15,Thursday,2025-09-18,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,21:00,Friday,2025-09-19,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,10:30,Saturday,2025-09-20,Advanced,Arm Wrap,Center Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,08:30,Sunday,2025-09-21,Focus,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Avery Harve,C002,16:30,Wednesday,2025-09-24,Advanced,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Alex Blake,C008,05:15,Thursday,2025-09-25,Foundation,Back,Center Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,14:30,Friday,2025-09-26,Foundation,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Jon Flynn,C014,09:15,Thursday,2025-10-02,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,19:15,Friday,2025-10-03,Advanced,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Dette Ellis,C013,18:45,Friday,2025-10-10,Foundation,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,06:45,Saturday,2025-10-11,Focus,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Phoenix Green,C012,05:30,Sunday,2025-10-12,Focus,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Casey Hugh,C004,06:15,Monday,2025-10-13,Advanced,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Avery Harve,C002,10:00,Tuesday,2025-10-14,Foundation,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,19:00,Wednesday,2025-10-15,Advanced,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,06:45,Thursday,2025-10-16,Advanced,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,10:45,Saturday,2025-10-18,Foundation,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,13:00,Sunday,2025-10-19,Foundation,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Devon Knight,C005,09:15,Friday,2025-10-24,Foundation,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Devon Knight,C005,18:15,Saturday,2025-10-25,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Hayden Klo,C001,06:30,Tuesday,2025-10-28,Foundation,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Devon Knight,C005,06:30,Sunday,2025-11-02,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Alex Blake,C008,05:45,Tuesday,2025-11-04,Focus,Arm Wrap,Outer Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,08:15,Friday,2025-11-07,Advanced,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,18:45,Saturday,2025-11-08,Foundation,Back,Hamstrings,Harper Hayes,CL011,unlimited
Dette Ellis,C013,09:30,Sunday,2025-11-09,Focus,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Riley Chen,C009,18:45,Tuesday,2025-11-11,Foundation,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Sydney Romero,C011,10:00,Thursday,2025-11-13,Foundation,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Morgan Patel,C010,13:45,Sunday,2025-11-16,Advanced,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,10:00,Monday,2025-11-17,Foundation,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Jon Flynn,C014,09:30,Tuesday,2025-11-18,Advanced,Biceps,Outer Glutes,Harper Hayes,CL011,unlimited
Kendall Jones,C015,15:30,Wednesday,2025-11-19,Advanced,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Casey Hugh,C004,15:30,Thursday,2025-11-20,Foundation,Back,Outer Glutes,Harper Hayes,CL011,unlimited
Hayden Klo,C001,09:00,Sunday,2025-11-23,Focus,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Sydney Romero,C011,10:45,Tuesday,2025-11-25,Focus,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Riley Chen,C009,07:00,Thursday,2025-11-27,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Benton Watts,C006,17:30,Saturday,2025-11-29,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Casey Hugh,C004,20:30,Monday,2025-12-01,Foundation,Shoulders,Hamstrings,Harper Hayes,CL011,unlimited
Hayden Klo,C001,11:45,Tuesday,2025-12-02,Foundation,Triceps,Center Glutes,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,11:15,Wednesday,2025-12-03,Foundation,Biceps,Leg Wrap,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,13:15,Thursday,2025-12-04,Advanced,Triceps,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,05:30,Friday,2025-12-05,Focus,Shoulders,Leg Wrap,Harper Hayes,CL011,unlimited
Tylor Tquinn,C007,06:30,Saturday,2025-12-06,Focus,Shoulders,Outer Glutes,Harper Hayes,CL011,unlimited
Avery Harve,C002,21:45,Sunday,2025-12-07,Focus,Back,Leg Wrap,Harper Hayes,CL011,unlimited
Kendall Jones,C015,12:00,Monday,2025-12-08,Foundation,Shoulders,Center Glutes,Harper Hayes,CL011,unlimited
Benton Watts,C006,05:45,Thursday,2025-12-11,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Phoenix Green,C012,12:45,Friday,2025-12-12,Advanced,Biceps,Hamstrings,Harper Hayes,CL011,unlimited
Finley Yaroslavsky,C003,15:30,Sunday,2025-12-14,Foundation,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Alex Blake,C008,18:00,Monday,2025-12-15,Focus,Triceps,Outer Glutes,Harper Hayes,CL011,unlimited
Casey Hugh,C004,08:45,Tuesday,2025-12-16,Foundation,Triceps,Leg Wrap,Harper Hayes,CL011,unlimited
Jon Flynn,C014,15:15,Wednesday,2025-12-17,Advanced,Back,Center Glutes,Harper Hayes,CL011,unlimited
Dette Ellis,C013,08:45,Thursday,2025-12-18,Focus,Arm Wrap,Leg Wrap,Harper Hayes,CL011,unlimited
Kendall Jones,C015,06:45,Friday,2025-12-19,Foundation,Arm Wrap,Hamstrings,Harper Hayes,CL011,unlimited
Jon Flynn,C014,17:45,Thursday,2025-01-02,Foundation,Shoulders,Hamstrings,Harper Coleman,CL012,unlimited
Jon Flynn,C014,05:45,Friday,2025-01-03,Foundation,Shoulders,Leg Wrap,Harper Coleman,CL012,unlimited
Benton Watts,C006,05:45,Saturday,2025-01-04,Focus,Back,Hamstrings,Harper Coleman,CL012,unlimited
Avery Harve,C002,08:00,Friday,2025-01-10,Focus,Arm Wrap,Hamstrings,Harper Coleman,CL012,unlimited
Kendall Jones,C015,09:30,Tuesday,2025-01-14,Foundation,Shoulders,Center Glutes,Harper Coleman,CL012,unlimited
Finley Yaroslavsky,C003,12:15,Wednesday,2025-01-15,Advanced,Arm Wrap,Hamstrings,Harper Coleman,CL012,unlimited
Devon Knight,C005,18:30,Saturday,2025-01-18,Foundation,Back,Hamstrings,Harper Coleman,CL012,unlimited
Finley Yaroslavsky,C003,20:30,Monday,2025-01-20,Focus,Triceps,Outer Glutes,Harper Coleman,CL012,unlimited
Hayden Klo,C001,21:15,Tuesday,2025-01-21,Foundation,Back,Leg Wrap,Harper Coleman,CL012,unlimited
Tylor Tquinn,C007,16:15,Saturday,2025-01-25,Advanced,Biceps,Leg Wrap,Harper Coleman,CL012,unlimited
